train_loss,epoch,created_at
17.66887855529785,0,2020-02-14 21:53:05.788645
17.678895950317383,1,2020-02-15 00:29:56.642765
17.664762496948242,2,2020-02-15 03:05:28.047441
17.393936157226562,3,2020-02-15 05:41:29.098580
15.81249713897705,4,2020-02-15 08:18:37.762168
12.395732879638672,5,2020-02-15 10:55:38.344403
13.214332580566406,6,2020-02-15 13:32:17.066156
12.033995628356934,7,2020-02-15 16:09:57.381767
9.545878410339355,8,2020-02-15 18:51:03.052112
7.411291599273682,9,2020-02-15 21:33:17.076536
6.5883660316467285,10,2020-02-16 00:15:20.293635
6.798799514770508,11,2020-02-16 02:57:21.591890
6.065835475921631,12,2020-02-16 05:38:28.081637
4.7706427574157715,13,2020-02-16 08:20:02.704372
3.697619915008545,14,2020-02-16 11:01:00.671403
2.9748759269714355,15,2020-02-16 13:40:59.643485
